,Wine,Location,Rating,Price,Year
5187,La Filice 2003 Syrah (Paso Robles),Central Coast,87,20.0,2003
5188,Sierra Vista 2004 La Grande Syrah (Sierra Foothills),Sierra Foothills,87,20.0,2004
5189,Eberle 2005 Syrah Rosé Syrah (Paso Robles),Central Coast,87,16.0,2005
5190,Fife 2002 Syrah (Mendocino),California,87,18.0,2002
5191,Barrel 27 2004 Syrah (Paso Robles),Central Coast,87,18.0,2004
5192,Sunstone 2003 Estate Syrah (Santa Ynez Valley),Central Coast,86,32.0,2003
5193,Herman Story 2004 Larner Vineyard Syrah (Santa Ynez Valley),Central Coast,86,28.0,2004
5194,Adelaida 2003 Syrah (Paso Robles),Central Coast,86,26.0,2003
5195,Rosenblum 2004 Abba Vineyard Syrah (Lodi),Central Valley,86,18.0,2004
5196,Austin Hope 2003 Hope Family Vineyard Syrah (Paso Robles),Central Coast,86,42.0,2003
5197,Wildwood 2002 Gina's Vineyard Syrah (San Luis Obispo County),Central Coast,85,28.0,2002
5198,Fife 2002 Old Yokayo Rancho Vineyard Syrah (Mendocino),California,85,24.0,2002
5199,Bishop's Peak 2003 Syrah (Edna Valley),Central Coast,85,16.0,2003
5200,29 Songs 2004 Soscol Ridge Vineyard Back Porch Block Syrah (Napa Valley),Napa,85,55.0,2004
5201,Robert Hall 2003 Hall Ranch Reserve Syrah (Paso Robles),Central Coast,85,34.0,2003
5202,Wildwood 2002 Sheri's Vineyard Syrah (San Luis Obispo County),Central Coast,85,28.0,2002
5203,Crane Lake 2004 Shiraz (California),California Other,84,5.0,2004
5204,Sierra Vista 2004 Red Rock Ridge Syrah (El Dorado),Sierra Foothills,84,25.0,2004
5205,St. Francis 2003 Syrah (Sonoma County),Sonoma,84,20.0,2003
5206,Adelaida 2003 Glenrose Vineyard Reserve Syrah (Paso Robles),Central Coast,84,55.0,2003
5207,Pepperwood Grove 2004 Syrah (California),California Other,84,8.0,2004
5208,Andrew Murray 2003 Roasted Slope Syrah (Santa Ynez Valley),Central Coast,84,25.0,2003
5209,Roche 2003 Estate Syrah (Carneros),Napa-Sonoma,83,26.0,2003
5210,Cycles Gladiator 2004 Syrah (Central Coast),Central Coast,83,10.0,2004
5211,Adelaida 2003 Viking Estate Reserve Syrah (Paso Robles),Central Coast,83,55.0,2003
5212,Maddalena 2005 Syrah Rosé Syrah (Paso Robles),Central Coast,83,12.0,2005
5213,Epiphany 2003 Starlane Vineyard Syrah (Santa Barbara County),Central Coast,82,35.0,2003
5214,Fire Station Red 2003 Shiraz (California),California Other,82,15.0,2003
5215,Sunstone 2003 Syrah (Santa Barbara County),Central Coast,81,32.0,2003
5216,Lost Canyon 2004 Trenton Station Vineyard Syrah (Russian River Valley),Sonoma,93,35.0,2004
5217,Thomas Fogarty 2003 Fat Buck Ridge Vineyard Syrah (Santa Cruz Mountains),Central Coast,93,55.0,2003
5218,Bunnell 2004 Boushey-McPherson Vineyard Syrah (Yakima Valley),Columbia Valley,92,35.0,2004
5219,Seia 2004 Clifton Hill Vineyard Syrah (Wahluke Slope),Columbia Valley,92,23.0,2004
5220,Novelty Hill 2003 Syrah (Columbia Valley (WA)),Columbia Valley,92,20.0,2003
5221,Zaca Mesa 2002 Estate Syrah (Santa Ynez Valley),Central Coast,91,20.0,2002
5222,Bunnell 2004 Clifton Hill  Vineyard Syrah (Wahluke Slope),Columbia Valley,90,37.0,2004
5223,Columbia Crest 2002 Grand Estates Shiraz (Columbia Valley (WA)),Columbia Valley,90,11.0,2002
5224,C.R. Sandidge 2002 Klingele Vineyard Syrah (Yakima Valley),Columbia Valley,89,28.0,2002
5225,Arger-Martucci 2004 Syrah (Napa Valley),Napa,89,30.0,2004
5226,Buena Vista 2004 Ramal Vineyard Syrah (Carneros),Napa-Sonoma,89,38.0,2004
5227,Martella 2003 Camel Hill Syrah (Santa Cruz Mountains),Central Coast,88,55.0,2003
5228,Lost Canyon 2004 Stage Gulch Vineyard Syrah (Sonoma Coast),Sonoma,88,35.0,2004
5229,Buena Vista 2004 Syrah (Carneros),Napa-Sonoma,86,25.0,2004
5230,Curtis 2003 Crossroads Vineyard Syrah (Santa Barbara County),Central Coast,85,30.0,2003
5231,East Valley 2002 Syrah (Edna Valley),Central Coast,85,22.0,2002
5232,Bridlewood 2002 Estate Syrah (Santa Ynez Valley),Central Coast,85,40.0,2002
5233,Bridlewood 2003 Reserve Syrah (Central Coast),Central Coast,84,24.0,2003
5234,Curtis 2003 Ambassador's Vineyard Syrah (Santa Barbara County),Central Coast,84,25.0,2003
5235,Estancia 2003 Lucia Range Ranches Syrah (Central Coast),Central Coast,84,15.0,2003
5236,Martella 2003 Hammer Syrah (California),California Other,83,24.0,2003
5237,Amador Foothill Winery 2002 Barrel Select Syrah (Sierra Foothills),Sierra Foothills,80,15.0,2002
5238,Dobbes Family Estate 2003 Sundown Vineyard Syrah (Rogue Valley),Southern Oregon,88,48.0,2003
5239,Dobbes Family Estate 2003 Fortmiller Vineyard Syrah (Rogue Valley),Southern Oregon,88,45.0,2003
5240,Dobbes Family Estate 2003 Grande Assemblage Syrah (Rogue Valley),Southern Oregon,87,24.0,2003
5241,Silvan Ridge 2003 Syrah (Rogue Valley),Southern Oregon,87,20.0,2003
5242,Bonaccorsi 2003 Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,93,50.0,2003
5243,Bergevin Lane 2003 Jaden's Reserve Syrah (Columbia Valley (WA)),Columbia Valley,93,55.0,2003
5244,Ojai 2002 Bien Nacido Vineyard Syrah (Santa Barbara County),Central Coast,92,40.0,2002
5245,Rulo Winery 2004 Syrah (Columbia Valley (WA)),Columbia Valley,92,19.0,2004
5246,Owen Roe 2004 Lady Rosa Syrah (Columbia Valley (WA)),Columbia Valley,89,45.0,2004
5247,Stevens 2003 Black Tongue Syrah (Yakima Valley),Columbia Valley,89,29.0,2003
5248,L'Ecole No. 41 2003 Syrah (Columbia Valley (WA)),Columbia Valley,89,25.0,2003
5249,JM Cellars 2003 Syrah (Columbia Valley (WA)),Columbia Valley,88,32.0,2003
5250,Night Owl 2004 San Bernabe Vineyard Shiraz (Monterey),Central Coast,86,12.0,2004
5251,Martin Ray 2004 Angeline Syrah (Dry Creek Valley),Sonoma,85,14.0,2004
5252,Delicato 2004 Shiraz (California),California Other,84,6.0,2004
5254,Kynsi 2003 Kalanna Syrah (Edna Valley),Central Coast,94,44.0,2003
5255,Bugay 2003 Syrah (Sonoma County),Sonoma,92,48.0,2003
5256,Tolosa 2003 Edna Ranch Syrah (Edna Valley),Central Coast,92,20.0,2003
5257,Sequoia Grove 2003 Syrah (Atlas Peak),Napa,88,32.0,2003
5258,Casa Barranca 2003 Barrel Select Syrah (Central Coast),Central Coast,85,15.0,2003
5259,Handley 2003 Syrah (Mendocino County),California,85,20.0,2003
5260,Vina Robles 2005 Roseum Syrah (Paso Robles),Central Coast,84,13.0,2005
5261,Montemaggiore 2003 Paolo's Vineyard Syrah (Dry Creek Valley),Sonoma,84,32.0,2003
5262,Firestone 2003 Syrah (Santa Ynez Valley),Central Coast,83,18.0,2003
5263,Sobon Estate 2003 Syrah (Amador County),Sierra Foothills,82,14.0,2003
5264,Pavilion 2003 Syrah (Napa Valley),Napa,80,12.0,2003
5265,Chateau Ste. Michelle 2003 Ethos Syrah (Columbia Valley (WA)),Columbia Valley,94,29.0,2003
5266,Kestrel 2003 Co-fermented Syrah (Yakima Valley),Columbia Valley,93,38.0,2003
5267,Syncline 2004 Milbrandt Vineyards Syrah (Columbia Valley (WA)),Columbia Valley,93,22.0,2004
5268,Latitude 46° N 2004 Syrah (Columbia Valley (WA)),Columbia Valley,92,28.0,2004
5269,Northstar 2003 Syrah (Columbia Valley (WA)),Columbia Valley,91,40.0,2003
5270,Sheridan Vineyard 2003 Syrah (Yakima Valley),Columbia Valley,91,38.0,2003
5271,Seven Hills 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,91,25.0,2003
5272,Wineglass Cellars 2002 Boushey Vineyard Syrah (Yakima Valley),Columbia Valley,91,23.0,2002
5273,Reininger 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,91,32.0,2003
5274,Three Rivers 2003 Syrah (Columbia Valley (WA)),Columbia Valley,91,24.0,2003
5275,Coeur d'Alene 2003 Syrah (Washington),Washington Other,90,28.0,2003
5276,Three Rivers 2003 Ahler Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,89,39.0,2003
5277,Spring Valley Vineyard 2003 Nina Lee Syrah (Walla Walla Valley (WA)),Columbia Valley,89,40.0,2003
5278,Goose Ridge 2004 Reserve Syrah (Columbia Valley (WA)),Columbia Valley,89,40.0,2004
5279,Helix 2003 Syrah (Columbia Valley (WA)),Columbia Valley,89,20.0,2003
5280,Saviah 2003 Stillwater Creek Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,89,30.0,2003
5281,Walter Dacon 2003 C'est Belle Syrah (Columbia Valley (WA)),Columbia Valley,89,28.0,2003
5282,Walter Dacon 2003 C'est Magnifique Syrah (Columbia Valley (WA)),Columbia Valley,88,38.0,2003
5283,Tamarack Cellars 2003 Syrah (Columbia Valley (WA)),Columbia Valley,88,28.0,2003
5284,Va Piano 2003 Syrah (Columbia Valley-Walla Walla Valley),Columbia Valley,88,38.0,2003
5285,Red Sky 2003 Boushey Vineyard Syrah (Yakima Valley),Columbia Valley,88,30.0,2003
5286,Chandler Reach 2003 Syrah (Yakima Valley),Columbia Valley,88,26.0,2003
5287,Walter Dacon 2003 C'est Beaux Syrah (Columbia Valley (WA)),Columbia Valley,88,35.0,2003
5288,Domaine de la Terre Rouge 2003 Ascent Syrah (Sierra Foothills),Sierra Foothills,87,75.0,2003
5289,Covington 2003 Starr Syrah (Walla Walla Valley (WA)),Columbia Valley,86,25.0,2003
5290,Maryhill 2003 Proprietor's Reserve Syrah (Washington),Washington Other,85,36.0,2003
5291,Domaine de la Terre Rouge 2003 High Slopes Syrah (Sierra Foothills),Sierra Foothills,84,35.0,2003
5292,Talus 2004 Shiraz (Lodi),Central Valley,84,8.0,2004
5293,Domaine de la Terre Rouge 2003 Sentinel Oak Vineyard Pyramid Block Syrah (Shenandoah Valley (CA)),Sierra Foothills,84,35.0,2003
5294,Frei Brothers 2003 Reserve Syrah (Russian River Valley),Sonoma,84,24.0,2003
5295,Duck Pond 2003 Syrah (Columbia Valley (WA)),Columbia Valley,83,12.0,2003
5296,Duck Pond 2002 Desert Wind Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,81,35.0,2002
5297,McManis 2004 Syrah (California),California Other,81,10.0,2004
5298,Kendall-Jackson 2003 Highlands Estate Alisos Hills Syrah (Santa Barbara County),Central Coast,93,30.0,2003
5299,Daedalus 2003 Syrah (Columbia Valley (OR)),Oregon Other,91,24.0,2003
5300,Castoro Cellars 2003 Reserve Syrah (Paso Robles),Central Coast,90,18.0,2003
5301,Concannon 2003 Reserve Syrah (Livermore Valley),Central Coast,89,24.0,2003
5302,A Donkey and Goat 2004 Vieilles Vignes Syrah (McDowell Valley),California,87,34.0,2004
5303,Parker Station 2003 Syrah (Santa Barbara County),Central Coast,87,12.0,2003
5304,M. Cosentino 2003 Syrah (California),California Other,87,18.0,2003
5305,A Donkey and Goat 2004 Vidmar Vineyard Syrah (Yorkville Highlands),North Coast,86,32.0,2004
5306,Smoking Loon 2004 Syrah (California),California Other,85,9.0,2004
5307,Sierra Vista 2004 Syrah (Sierra Foothills),Sierra Foothills,84,12.0,2004
5308,Valley of the Moon 2002 Syrah (Sonoma County),Sonoma,84,16.0,2002
5309,Echelon 2003 Shiraz (Central Coast),Central Coast,84,12.0,2003
5310,A Donkey and Goat 2004 Carson Ridge Vineyard Syrah (El Dorado),Sierra Foothills,84,32.0,2004
5311,Hahn 2004 Syrah (Central Coast),Central Coast,83,14.0,2004
5312,Peirano 2002 The Heritage Collection Shiraz (Lodi),Central Valley,83,13.0,2002
5313,Scott Harvey 2003 Mountain Selection Syrah (Amador County),Sierra Foothills,83,15.0,2003
5314,Vino Con Brio 2002 McQueen Vineyard Syrah (Lodi),Central Valley,80,16.0,2002
5315,Cayuse 2003 Cailloux Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,95,55.0,2003
5316,Cayuse 2003 En Cerise Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,93,55.0,2003
5317,Barrister 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,93,26.0,2003
5318,Amavi 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,92,25.0,2003
5319,Domaine Alfred 2003 Chamisal Vineyard Syrah (Edna Valley),Central Coast,92,28.0,2003
5320,Charles Krug 2002 Limited Release Syrah (Napa Valley),Napa,90,50.0,2002
5321,York Mountain Winery 2003 Jack Ranch Clone 174 Syrah (Edna Valley),Central Coast,90,18.0,2003
5322,York Mountain Winery 2003 Jack Ranch Clone 877 Syrah (Edna Valley),Central Coast,90,18.0,2003
5323,Domaine Alfred 2003 Chamisal Vineyard Califa Syrah (Edna Valley),Central Coast,90,42.0,2003
5324,Beresan 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,90,25.0,2003
5325,Fernwood 2003 Redwood Retreat Vineyards Syrah (Santa Cruz Mountains),Central Coast,90,33.0,2003
5326,Townshend 2002 Syrah (Columbia Valley (WA)),Columbia Valley,90,20.0,2002
5327,DeLille 2003 Doyenne Syrah (Columbia Valley (WA)),Columbia Valley,90,46.0,2003
5328,Gorman 2003 The Pixie Syrah (Red Mountain),Columbia Valley,89,30.0,2003
5329,Woodinville Wine Cellars 2003 Syrah (Washington),Washington Other,89,28.0,2003
5330,Dusted Valley 2004 Reserve Syrah (Columbia Valley (WA)),Columbia Valley,89,32.0,2004
5331,Syzygy 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,88,28.0,2003
5332,Colvin Vineyards 2003 Spofford Station Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,88,23.0,2003
5333,Waterbrook 2004 Syrah (Columbia Valley (WA)),Columbia Valley,88,21.0,2004
5334,Isenhower Cellars 2003 Three Dogs Syrah (Columbia Valley (WA)),Columbia Valley,88,20.0,2003
5335,Isenhower Cellars 2003 Looking Glass Syrah (Columbia Valley (WA)),Columbia Valley,88,22.0,2003
5336,Sequel 2003 Syrah (Columbia Valley (WA)),Columbia Valley,88,55.0,2003
5337,York Mountain Winery 2003 Jack Ranch Clone 383 Syrah (Edna Valley),Central Coast,88,18.0,2003
5338,Basel Cellars 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,87,42.0,2003
5339,Dusted Valley 2004 Stained Tooth Syrah (Columbia Valley (WA)),Columbia Valley,87,24.0,2004
5340,Pianetta 2003 Estate Syrah (Monterey),Central Coast,86,28.0,2003
5341,Kendall-Jackson 2003 Vintner's Reserve Syrah (California),California Other,86,12.0,2003
5342,San Marcos Creek 2002 Estate Syrah (Paso Robles),Central Coast,85,21.0,2002
5343,Acorn 2003 Alegria Vineyards Axiom Syrah (Russian River Valley),Sonoma,85,30.0,2003
5344,Auriga 2003 Max Vineyard Syrah (El Dorado County),Sierra Foothills,85,18.0,2003
5345,York Mountain Winery 2003 Jack Ranch Syrah (Edna Valley),Central Coast,85,22.0,2003
5346,Sawkar 2003 Reserve Syrah (Sonoma Mountain),Sonoma,84,25.0,2003
5347,Scott Harvey 2003 Syrah (Amador County),Sierra Foothills,84,25.0,2003
5348,Foxen 2003 Tinaquiac Vineyard Syrah (Santa Maria Valley),Central Coast,93,35.0,2003
5349,Domaine de la Terre Rouge 2001 Sentinel Oak Vineyard Pyramid Block Syrah (Sierra Foothills),Sierra Foothills,93,35.0,2001
5350,Testarossa 2003 Garys Vineyard Syrah (Santa Lucia Highlands),Central Coast,90,45.0,2003
5351,Foxen 2003 Williamson Dore Vineyard Syrah (Santa Ynez Valley),Central Coast,90,30.0,2003
5352,Wellington 2002 Reserve Syrah (Sonoma Valley),Sonoma,90,28.0,2002
5353,Spencer Roloson 2003 La Herradura Vineyard Syrah (Napa Valley),Napa,90,38.0,2003
5354,Kenneth-Crawford 2004 Lafond Vineyard Syrah (Sta. Rita Hills),Central Coast,88,32.0,2004
5355,Taz 2003 Syrah (Santa Barbara County),Central Coast,87,25.0,2003
5356,Husch 2003 Syrah (Mendocino),California,85,28.0,2003
5357,Wellington 2002 Syrah (Sonoma Valley),Sonoma,85,18.0,2002
5358,Nord Estate 2001 Diversity Syrah (Napa Valley),Napa,85,85.0,2001
5359,Château Julien 2003 Estate Vineyard Syrah (Monterey County),Central Coast,84,22.0,2003
5360,Babcock 2002 Black Label Cuvee Syrah (Central Coast),Central Coast,84,30.0,2002
5362,Clos La Chance 2003 Black-Chinned Syrah (Central Coast),Central Coast,83,17.0,2003
5363,Bonterra 2002 Syrah (Mendocino County),California,83,15.0,2002
5364,Clos Mimi 2004 Petite Rousse Syrah (Paso Robles),Central Coast,82,18.0,2004
5365,Concannon 2003 Limited Release Stampmaker's Syrah (Central Coast),Central Coast,82,14.0,2003
5366,Tularosa 2003 Shiraz (New Mexico),New Mexico,80,12.0,2003
5367,Highlands 2002 Hozhoni Vineyard Syrah (Napa Valley),Napa,80,30.0,2002
5368,Palmeri 2003 Van Ness Vineyard Syrah (Alexander Valley),Sonoma,93,47.0,2003
5369,Spring Mountain Vineyard 2003 Miravelle Syrah (Spring Mountain District),Napa,91,50.0,2003
5370,Dutton-Goldfield 2003 Dutton Ranch Cherry  Ridge Vineyard Syrah (Russian River Valley),Sonoma,89,35.0,2003
5371,VJB 2003 Syrah (Dry Creek Valley),Sonoma,85,28.0,2003
5372,Spring Mountain Vineyard 2003 Co-Ferment Syrah (Spring Mountain District),Napa,85,50.0,2003
5373,Ironstone 2003 Shiraz (California),California Other,84,10.0,2003
5374,Fielding Hills 2003 Syrah (Columbia Valley (WA)),Columbia Valley,94,32.0,2003
5375,Betz Family 2003 La Cote Rousse Syrah (Red Mountain),Columbia Valley,93,44.0,2003
5376,Herzog 2003 Special Reserve Syrah (Edna Valley),Central Coast,92,30.0,2003
5377,Laetitia 2003 Syrah (Arroyo Grande Valley),Central Coast,92,25.0,2003
5378,Calix 2003 Parmalee-Hill Vineyard Syrah (Sonoma County),Sonoma,92,33.0,2003
5379,Betz Family 2003 La Serenne Syrah (Columbia Valley (WA)),Columbia Valley,91,44.0,2003
5380,Harlequin 2003 Minick Vineyard Syrah (Yakima Valley),Columbia Valley,91,28.0,2003
5381,Harlequin 2003 Sundance Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,91,28.0,2003
5382,K Vintners 2003 Lucky No. 7 Syrah (Walla Walla Valley (WA)),Columbia Valley,90,35.0,2003
5383,Armagh 2003 Syrah (Sonoma Coast),Sonoma,90,25.0,2003
5384,Jepson 2002 Syrah (Mendocino),California,90,20.0,2002
5385,Bighorn 2003 Sugerloaf Mountain Vineyard Syrah (Napa Valley),Napa,90,30.0,2003
5386,K Vintners 2003 Morrison Lane Syrah (Walla Walla Valley (WA)),Columbia Valley,89,45.0,2003
5387,Fidelitas 2003 Syrah (Columbia Valley (WA)),Columbia Valley,89,35.0,2003
5388,K Vintners 2003 Milbrandt Syrah (Columbia Valley (WA)),Columbia Valley,88,24.0,2003
5389,David Girard 2003 Syrah (El Dorado),Sierra Foothills,88,28.0,2003
5390,Covey Run 2002 Winemaker's Collection Syrah (Columbia Valley (WA)),Columbia Valley,88,13.0,2002
5391,Columbia Crest 2003 Reserve Syrah (Columbia Valley (WA)),Columbia Valley,87,30.0,2003
5392,San Simeon 2002 Syrah (Paso Robles),Central Coast,87,22.0,2002
5393,Calcareous 2003 Syrah (Paso Robles),Central Coast,87,24.0,2003
5394,Ken Brown 2003 Syrah (Santa Barbara County),Central Coast,87,28.0,2003
5395,Roshambo 2002 Justice Syrah (Dry Creek Valley),Sonoma,87,21.0,2002
5396,Baileyana 2003 Grand Firepeak Cuvée Syrah (Edna Valley),Central Coast,87,38.0,2003
5397,Calix 2003 Masked Man Vineyard Syrah (Napa Valley),Napa,87,33.0,2003
5398,Cline 2003 Syrah (California),California Other,86,10.0,2003
5399,Twin Fin 2003 Shiraz (California),California Other,86,10.0,2003
5400,Roshambo 2004 Think Rosé of Syrah (Sonoma County),Sonoma,86,15.0,2004
5401,Cougar Crest 2002 Stellar Vineyard Reserve Syrah (Walla Walla Valley (WA)),Columbia Valley,86,45.0,2002
5402,Broll Mountain Vineyards 2003 Syrah (Calaveras County),Sierra Foothills,86,32.0,2003
5403,Liberty School 2003 Syrah (California),California Other,85,12.0,2003
5404,Heron 2003 Syrah (California),California Other,85,11.0,2003
5405,Concannon 2003 Selected Vineyard Syrah (Central Coast),Central Coast,84,10.0,2003
5406,Hayman & Hill 2002 Reserve Selection Shiraz-Viognier (Monterey County),Central Coast,84,14.0,2002
5407,Maddalena 2002 Syrah (Central Coast),Central Coast,84,13.0,2002
5408,Clayhouse 2003 Syrah (Paso Robles),Central Coast,83,13.0,2003
5409,Fetzer 2003 Shiraz (California),California Other,83,9.0,2003
5410,Leveroni 2003 Syrah (Sonoma Valley),Sonoma,83,18.0,2003
5411,Blackstone 2002 Hamilton Vineyards Reserve Syrah (Dry Creek Valley),Sonoma,82,28.0,2002
5412,Taz 2003 Goat Rock Syrah (Santa Maria Valley),Central Coast,92,28.0,2003
5413,Esterlina 2003 Janian Vineyard Syrah (Sonoma Mountain),Sonoma,92,25.0,2003
5414,Rancho Arroyo Grande 2002 Private Reserve Syrah (Arroyo Grande Valley),Central Coast,91,25.0,2002
5415,Concannon 2002 Selected Vineyard Syrah (Central Coast),Central Coast,89,12.0,2002
5416,Paradise Ridge 2002 Ladi's Vineyard Syrah (Sonoma County),Sonoma,87,28.0,2002
5417,Fetzer 2004 Valley Oaks Rosé Syrah (California),California Other,86,9.0,2004
5418,Lolonis 2002 Winegrower Selection Syrah (Redwood Valley),California,86,32.0,2002
5419,Arrowood 2001 Grand Archer Syrah (Sonoma County),Sonoma,85,16.0,2001
5420,Peters Family 2002 Clements Ridge Vineyard Syrah (Lodi),Central Valley,85,25.0,2002
5421,Midnight 2002 Nocturne Syrah (Paso Robles),Central Coast,85,19.0,2002
5422,Rock Rabbit 2003 Syrah (Central Coast),Central Coast,84,10.0,2003
5423,Red Zeppelin 2003 Syrah (Central Coast),Central Coast,83,14.0,2003
5424,Casa Barranca 2003 Reserve Syrah (Santa Barbara County),Central Coast,83,19.0,2003
5425,Atelier 2003 Syrah (Alexander Valley),Sonoma,83,28.0,2003
5426,C.G. di Arie 2003 Syrah (Sierra Foothills),Sierra Foothills,80,30.0,2003
5427,Yoakim Bridge 2002 Syrah (Dry Creek Valley),Sonoma,91,34.0,2002
5428,Patianna 2003 Fairbairn Ranch Syrah (Mendocino County),California,90,30.0,2003
5429,Bella 2002 Big River Ranch Syrah (Alexander Valley),Sonoma,89,38.0,2002
5430,Bella 2002 Lily Hill Estate Syrah (Dry Creek Valley),Sonoma,88,34.0,2002
5431,Duxoup 2002 Syrah (Dry Creek Valley),Sonoma,86,19.0,2002
5432,Eberle 2004 Rose of Syrah (Paso Robles),Central Coast,86,14.0,2004
5433,Havens 2001 Hudson Vineyard Syrah (Carneros),Napa-Sonoma,85,45.0,2001
5434,Domaine Alfred 2004 Chamisal Vineyards Rosé of Syrah (Edna Valley),Central Coast,85,24.0,2004
5435,Eberle 2002 Steinbeck Vineyard Reserve Syrah (Paso Robles),Central Coast,84,45.0,2002
5436,Eberle 2003 Steinbeck Vineyard Syrah (Paso Robles),Central Coast,84,24.0,2003
5438,Vina Robles 2004 Roseum Syrah (Paso Robles),Central Coast,84,13.0,2004
5439,Leal Vineyards 2003 Estate Syrah (San Benito County),Central Coast,84,24.0,2003
5440,Wolff 2003 Wolff Vineyards Syrah (Edna Valley),Central Coast,84,20.0,2003
5441,Saxum 2003 Bone Rock Syrah (Paso Robles),Central Coast,94,56.0,2003
5442,Saxum 2003 Broken Stones Syrah (Paso Robles),Central Coast,91,38.0,2003
5443,Wild Horse 2002 James Berry Vineyard Syrah (Paso Robles),Central Coast,90,38.0,2002
5444,Wild Horse 2002 Syrah (Paso Robles),Central Coast,88,18.0,2002
5445,Tablas Creek 2003 Syrah (Paso Robles),Central Coast,87,32.0,2003
5446,Truchard 2002 Syrah (Carneros),Napa-Sonoma,93,28.0,2002
5447,MacRostie 2002 Wildcat Mountain Vineyard Syrah (Carneros),Napa-Sonoma,92,32.0,2002
5448,Kynsi 2002 Edna Ranch Vineyard Syrah (Edna Valley),Central Coast,92,28.0,2002
5449,Constant 2002 Diamond Mountain Vineyard Syrah (Sonoma County),Sonoma,92,48.0,2002
5450,White Hawk 2001 Syrah (Santa Maria Valley),Central Coast,92,20.0,2001
5451,Failla 2003 Estate Vineyard Syrah (Sonoma Coast),Sonoma,92,48.0,2003
5452,Rosenblum 2003 Rominger Vineyard Syrah (Yolo County),Central Valley,91,26.0,2003
5453,Kynsi 2002 Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,91,46.0,2002
5454,Colgin 2002 IX Estate Syrah (Napa Valley),Napa,91,125.0,2002
5455,Arrowood 2001 Saralee's Vineyard Syrah (Russian River Valley),Sonoma,91,39.0,2001
5456,Jaffurs 2003 Melville Vineyard Syrah (Santa Barbara County),Central Coast,91,38.0,2003
5457,Radio-Coteau 2003 Timbervine Syrah (Russian River Valley),Sonoma,91,55.0,2003
5458,Pride Mountain 2003 Syrah (Sonoma County),Sonoma,91,55.0,2003
5459,Shafer 2002 Relentless Syrah (Napa Valley),Napa,91,62.0,2002
5460,La Sirena 2002 Syrah (Napa Valley),Napa,90,55.0,2002
5461,Surh Luchtel 2002 Page Nord Vineyard Syrah (Napa Valley),Napa,90,35.0,2002
5462,Tolosa 2003 Edna Ranch 1772 Syrah (Edna Valley),Central Coast,90,46.0,2003
5463,Babcock 2003 Nook & Cranny Syrah (Sta. Rita Hills),Central Coast,90,50.0,2003
5464,Hunt Cellars 2001 Destiny Vineyards Hilltop Serenade Reserve Syrah (Paso Robles),Central Coast,90,32.0,2001
5465,Coeur d'Alene 2002 Syrah (Washington),Washington Other,90,25.0,2002
5466,Stolpman 2003 Hilltops Syrah (Santa Ynez Valley),Central Coast,90,35.0,2003
5467,Niebaum-Coppola 2002 RC Reserve Syrah (Rutherford),Napa,90,46.0,2002
5468,Drew 2003 Old Westy-Alisos Vineyard Syrah (Santa Barbara County),Central Coast,90,30.0,2003
5469,Hart 2002 Volcanic Ridge Vineyard Syrah (Temecula),South Coast,90,32.0,2002
5470,Landmark 2002 Steel Plow Syrah (Sonoma County),Sonoma,90,23.0,2002
5471,Whidbey Island Winery 2002 Syrah (Yakima Valley),Columbia Valley,90,19.0,2002
5472,Failla 2003 Phoenix Ranch Syrah (Napa Valley),Napa,90,38.0,2003
5473,Rockblock 2002 Carpenter Hill Vineyard Syrah (Rogue Valley),Southern Oregon,90,40.0,2002
5474,Lewis 2002 Syrah (Napa Valley),Napa,90,60.0,2002
5475,Morgan 2002 Tierra Mar Syrah (Monterey County),Central Coast,89,35.0,2002
5476,Syncline 2003 Reserve McKinley Springs Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,89,30.0,2003
5477,Hart 2002 Syrah (South Coast),South Coast,89,24.0,2002
5478,Benessere 2003 Syrah (Napa Valley),Napa,89,40.0,2003
5479,Bishop's Peak 2002 Syrah (Edna Valley),Central Coast,89,16.0,2002
5480,Jaffurs 2003 Bien Nacido Vineyard Syrah (Santa Barbara County),Central Coast,89,30.0,2003
5481,McCrea 2002 Ciel du Cheval Vineyard Syrah (Red Mountain),Columbia Valley,89,55.0,2002
5482,Rusack 2003 Syrah (Santa Barbara County),Central Coast,89,25.0,2003
5483,Limerick Lane 2003 Collins Vineyard Syrah (Russian River Valley),Sonoma,89,28.0,2003
